"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:language","tax:post_translations","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","meta:wpseo_global_identifier_values","attribute:pa_akku","attribute_data:pa_akku","attribute_default:pa_akku","attribute:pa_anzahl-aufsaetze","attribute_data:pa_anzahl-aufsaetze","attribute_default:pa_anzahl-aufsaetze","attribute:pa_bruttogewicht-inkl-verp","attribute_data:pa_bruttogewicht-inkl-verp","attribute_default:pa_bruttogewicht-inkl-verp","attribute:pa_farbe","attribute_data:pa_farbe","attribute_default:pa_farbe","attribute:pa_fassungsvermoegen","attribute_data:pa_fassungsvermoegen","attribute_default:pa_fassungsvermoegen","attribute:pa_filtereinsatz","attribute_data:pa_filtereinsatz","attribute_default:pa_filtereinsatz","attribute:pa_geraeuschentwicklung","attribute_data:pa_geraeuschentwicklung","attribute_default:pa_geraeuschentwicklung","attribute:pa_gewicht","attribute_data:pa_gewicht","attribute_default:pa_gewicht","attribute:pa_ladezeit","attribute_data:pa_ladezeit","attribute_default:pa_ladezeit","attribute:pa_laufzeit-leistung-eco","attribute_data:pa_laufzeit-leistung-eco","attribute_default:pa_laufzeit-leistung-eco","attribute:pa_masse-des-produktes","attribute_data:pa_masse-des-produktes","attribute_default:pa_masse-des-produktes","attribute:pa_saugleistung","attribute_data:pa_saugleistung","attribute_default:pa_saugleistung","attribute:pa_saugstaerke","attribute_data:pa_saugstaerke","attribute_default:pa_saugstaerke","attribute:pa_saugstufen","attribute_data:pa_saugstufen","attribute_default:pa_saugstufen","attribute:pa_staubbeutel","attribute_data:pa_staubbeutel","attribute_default:pa_staubbeutel","attribute:pa_staubsaugertyp","attribute_data:pa_staubsaugertyp","attribute_default:pa_staubsaugertyp"
"HV 7185 - SEPURO - Akku Hand- und Stielsauger mit Staubbeutel","hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel-3","6497","","","publish","0","2022-04-03 18:12:55","0","1","closed","250","no","no","","10","instock","no","yes","279","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel_frontal.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel_staubbeutel.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel_filter.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel_seite.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7185-sepuro-akku-hand-und-stielsauger-mit-staubbeutel_handstaubsauger.png","","","","simple","","Haushalt > Staubsauger > Akkustaubsauger|Haushalt|Haushalt > Staubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7187 - SEPURO Pro - Akku Hand- und Stielsauger mit Staubbeutel","hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel-2","6500","","","publish","0","2022-04-03 18:12:55","0","1","closed","253","no","no","","10","instock","no","yes","349","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_frontal.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_wandhalterung.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_bodenduese.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_akku.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_zubehoer.png | https://severin.sixa.ch/wp-content/uploads/2022/03/severin-hv-7187-sepuro-pro-akku-hand-und-stielsauger-mit-staubbeutel_staubbeutel.png","","","","simple","","Haushalt > Staubsauger > Akkustaubsauger|Haushalt|Haushalt > Staubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 7225 1x E12 Abluftfilter & 1x Motorschutzfilter","zb-7225-1x-e12-abluftfilter-1x-motorschutzfilter-2","6503","","Das 2-teilige Filterset besteht aus einem E12 Abluftfilter  und einem Motorschutzfilter. Der Motorfilter schützt den Akkustaubsauger HV 7166 langfristig und sorgt für eine längere Lebensdauer des Staubsaugers. Er verhindert Beschädigungen des Motors durch feinen Staub. Der Abluftfilter sorgt für eine Filtration von 99,5% aller Allergene und Feinstaubpartikel.","publish","0","2022-04-03 18:12:55","0","1","closed","256","no","no","","0","outofstock","no","yes","24.99","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://severin.sixa.ch/wp-content/uploads/2022/03/severin-zb-7225-1x-e12-abluftfilter-1x-motorschutzfilter.png","","","","simple","outofstock","Unkategorisiert","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Toaster Bundle","toaster-bundle-3","6506","","","publish","0","2022-04-03 18:12:55","0","1","closed","326","no","no","","0","outofstock","no","yes","120","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://severin.sixa.ch/wp-content/uploads/2022/03/severin-zb-7225-1x-e12-abluftfilter-1x-motorschutzfilter.png","","","","simple","outofstock","Küche > Kochen|Küche|Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3261 Dampfbügeleisen","ba-3261-dampfbuegeleisen","6509","","","publish","0","2022-04-03 18:12:55","0","1","closed","d41d8cd98f00","no","no","","100","instock","no","yes","32.99","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","","","","","simple","","Haushalt > Bügeleisen|Haushalt","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TESTPRODUKT123","testprodukt123","6556","","","publish","0","2022-04-03 19:27:39","0","1","open","TESTER123","no","no","visible","100","instock","no","yes","1000","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Grill > Elektrogrill > Tischgrill","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT 0140 Haartrockner","ht-0140-haartrockner","6559","","","publish","0","2022-04-03 19:27:39","0","1","open","0140000","no","no","visible","100","instock","no","yes","27.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Haartrockner","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT 0141 Haartrockner","ht-0141-haartrockner","6562","","","publish","0","2022-04-03 19:27:39","0","1","open","0141000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Haartrockner","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HS 0707 Haarschneider","hs-0707-haarschneider","6565","","","publish","0","2022-04-03 19:27:40","0","1","open","0707000","no","no","visible","100","instock","no","yes","24.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Bart- und Haarschneider","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HS 0704 Haarschneider","hs-0704-haarschneider","6568","","","publish","0","2022-04-03 19:27:40","0","1","open","0704000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Bart- und Haarschneider","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL 0805 Lockenstab “6in ”","wl-0805-lockenstab-6in","6571","","","publish","0","2022-04-03 19:27:40","0","1","open","0805000","no","no","visible","100","instock","no","yes","37.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Lockenstäbe","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL 0806 Reise-Lockenstab","wl-0806-reise-lockenstab","6574","","","publish","0","2022-04-03 19:27:40","0","1","open","0806000","no","no","visible","100","instock","no","yes","17.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Lockenstäbe","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL 0821 Lockenstab “3in1”","wl-0821-lockenstab-3in1","6577","","","publish","0","2022-04-03 19:27:40","0","1","open","0821000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haarpflege > Lockenstäbe","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DK 1014 Doppelkochplatte - Edelstahl","dk-1014-doppelkochplatte-edelstahl","6580","","","publish","0","2022-04-03 19:27:40","0","1","open","1014000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DK 1031 Doppel-Induktionskochplatte","dk-1031-doppel-induktionskochplatte","6583","","","publish","0","2022-04-03 19:27:40","0","1","open","1031000","no","no","visible","100","instock","no","yes","169.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DK 1042 Doppelkochplatte - Weiss","dk-1042-doppelkochplatte-weiss","6586","","","publish","0","2022-04-03 19:27:41","0","1","open","1042000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP 1071 Induktionskochplatte","kp-1071-induktionskochplatte","6589","","","publish","0","2022-04-03 19:27:41","0","1","open","1071000","no","no","visible","100","instock","no","yes","74.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP 1091 Kochplatte - Weiss","kp-1091-kochplatte-weiss","6592","","","publish","0","2022-04-03 19:27:41","0","1","open","1091000","no","no","visible","100","instock","no","yes","32.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP 1092 Kochplatte - Edelstahl","kp-1092-kochplatte-edelstahl","6595","","","publish","0","2022-04-03 19:27:41","0","1","open","1092000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Kochplatten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2217 Automatik-Toaster - Rot","at-2217-automatik-toaster-rot","6598","","","publish","0","2022-04-03 19:27:41","0","1","open","2217000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2232 Automatik-Langschlitztoaster","at-2232-automatik-langschlitztoaster","6601","","","publish","0","2022-04-03 19:27:41","0","1","open","2232000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2234 Automatik-Langschlitztoaster","at-2234-automatik-langschlitztoaster","6604","","","publish","0","2022-04-03 19:27:41","0","1","open","2234000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2286 Automatik-Toaster - Weiss","at-2286-automatik-toaster-weiss","6607","","","publish","0","2022-04-03 19:27:41","0","1","open","2286000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2287 Automatik-Toaster - Schwarz","at-2287-automatik-toaster-schwarz","6610","","","publish","0","2022-04-03 19:27:41","0","1","open","2297000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2509 Automatik-Langschlitztoaster","at-2509-automatik-langschlitztoaster","6613","","","publish","0","2022-04-03 19:27:42","0","1","open","2509000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2510 Toaster mit Bagel-Funktion","at-2510-toaster-mit-bagel-funktion","6616","","","publish","0","2022-04-03 19:27:42","0","1","open","2510000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2512 Langschlitztoaster mit Bagel-Funktion","at-2512-langschlitztoaster-mit-bagel-funktion","6619","","","publish","0","2022-04-03 19:27:42","0","1","open","2512000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2513 Turbo Toaster","at-2513-turbo-toaster","6622","","","publish","0","2022-04-03 19:27:42","0","1","open","2513000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2514 Automatik-Toaster","at-2514-automatik-toaster","6625","","","publish","0","2022-04-03 19:27:42","0","1","open","2514000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2515 Automatik-Langschlitztoaster","at-2515-automatik-langschlitztoaster","6628","","","publish","0","2022-04-03 19:27:42","0","1","open","2515000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2516 Automatik-Toaster mit Sandwich-Zangen","at-2516-automatik-toaster-mit-sandwich-zangen","6631","","","publish","0","2022-04-03 19:27:42","0","1","open","2516000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2589 Automatik-Toaster - Edelstahl","at-2589-automatik-toaster-edelstahl","6634","","","publish","0","2022-04-03 19:27:42","0","1","open","2589000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 2590 Automatik-Langschlitztoaster","at-2590-automatik-langschlitztoaster","6636","","","publish","0","2022-04-03 19:27:43","0","1","open","2590000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 9266 Toaster mit Bagel-Funktion - Grün Limited Edition","at-9266-toaster-mit-bagel-funktion-gruen-limited-edition","6639","","","publish","0","2022-04-03 19:27:43","0","1","open","9266000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 9267 Langschlitztoaster mit Bagel-Funktion - Grün Limited Edition","at-9267-langschlitztoaster-mit-bagel-funktion-gruen-limited-edition","6642","","","publish","0","2022-04-03 19:27:43","0","1","open","9267000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT 9552 Toaster - Schwarz","at-9552-toaster-schwarz","6645","","","publish","0","2022-04-03 19:27:43","0","1","open","9552000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Toaster","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FR 2430 Heißluftfritteuse","fr-2430-heissluftfritteuse","6648","","","publish","0","2022-04-03 19:27:43","0","1","open","2430000","no","no","visible","100","instock","no","yes","129.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Fritteusen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FR 2431 Fritteuse","fr-2431-fritteuse","6651","","","publish","0","2022-04-03 19:27:43","0","1","open","2431000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Fritteusen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
